ref_consultation,org_acronyme,reference,type_procedure,type_procedure_abbrev,categorie,objet,acheteur,lieu_execution,date_publication,date_limite,statut,url
862488,q9t,101/2024/2,Appel d'offres ouvert,AOO,Fournitures,Achat de matériel médico-technique destinés au nouveau Centre Médical de Proximité d’Inezgane.,DIRECTEUR DES EQUIPEMENTS ET DE MAINTENANCE RABAT,INEZGANE-AIT MELLOUL,15/01/2025,25/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=862488&orgAcronyme=q9t
862551,m8x,96/BR/RGON/2024,Appel d'offres ouvert,AOO,Services,Réalisation des essais et contrôle de qualité des travaux de : - Construction de la route reliant la RN1 au douar Mharista relevant de la province de Guelmim sur une longueur de 1.85 km. - Construction de la route reliant la RP 1300 à mosquée Azouarig via domaine Nasaha sur 2.33 km. - Construction de la route reliant la RN1 au douar Ouaroune sur 3.35 km.,REGION DE GUELMIM - OUED NOUN,GUELMIM,03/01/2025,30/01/2025 10:30,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=862551&orgAcronyme=m8x
862588,f9f,13/SH/2024,Appel d'offres ouvert,AOO,Travaux,"Réhabilitation et équipements des projets d'eau potable de 05 douars de la commune Sidi Hsaine :Tizgui,Tazolte,Ighir,Tamda et Aghgoumi",C.T. de SIDI HSAINE,TAROUDANNT,02/01/2025,05/02/2025 09:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=862588&orgAcronyme=f9f
862598,f9f,14/SH/2024,Appel d'offres ouvert,AOO,Travaux,"l’équipement des puits en pompage solaire pour l’alimentation en eau potable des douars ifri, aguerd, tizi, et timassinine dans la collectivité territoriale Sidi Hsaine",C.T. de SIDI HSAINE,TAROUDANNT,02/01/2025,05/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=862598&orgAcronyme=f9f
862606,f9f,15/SH/2024,Appel d'offres ouvert,AOO,Travaux,Construction d'un réservoir et équipements en énergie solaire d'un puit d'eau potable dans la commune territoriale de Sidi Hsaine,C.T. de SIDI HSAINE,TAROUDANNT,02/01/2025,05/02/2025 12:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=862606&orgAcronyme=f9f
862653,q9t,102/2024/2,Appel d'offres ouvert,AOO,Fournitures,Achat de matériel de chirurgie traumato-orthopédique destiné à l’Hôpital d’Azrou (LOT UNIQUE).,DIRECTEUR DES EQUIPEMENTS ET DE MAINTENANCE RABAT,IFRANE,10/01/2025,10/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=862653&orgAcronyme=q9t
862685,x8h,83/RDOE/2024,Appel d'offres ouvert simplifié,AOS,Services,FORMATION AU PROFIT DES ELUS DES COLLECTIVITES TERRITORIALES RELEVANT DE LA REGION DE DAKHLA OUED EDDAHAB,REGION de OUED EDDAHAB,OUED ED DAHAB,02/01/2025,17/01/2025 12:30,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=862685&orgAcronyme=x8h
862686,g8e,01/2025,Appel d'offres ouvert,AOO,Services,le transport de fonds et leur comptage ainsi que le transport des chèques objet des dégagements auprès des postes comptables relevant de la Direction Provinciale des Impôts d'EL JADIDA vers les guichets des agences de Bank Al Maghreb (lot unique).,Charge de la Direction Provinciale des Impots des Provinces El Jadida et de Sidi Bennour,EL JADIDA,04/01/2025,03/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=862686&orgAcronyme=g8e
862720,j0w,11/2024,Appel d'offres ouvert,AOO,Services,"التدبير المفوض لتدبير بعض مرافق السوق الأسبوعي واليومي "" أربعاء السويهلة ""وإنجاز الأشغال التكميلية لهذا المرفق التابع للجماعة الترابية السويهلة",Commune SOUIHLA,MAROC,07/01/2025,30/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=862720&orgAcronyme=j0w
862722,d4q,DR2127326,Appel d'offres ouvert,AOO,Fournitures,Acquisition des transformateurs de courant et de tension pour le compte de la Direction Régionale Distribution Rabat == Lot Unique ==,OFFICE NATIONALE DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE ELECTRICITE,SIDI KACEM,02/01/2025,28/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=862722&orgAcronyme=d4q
862810,g3h,001/SDL3TD/2025,Appel d'offres ouvert,AOO,Travaux,Travaux d'équipement en eau potable et en assainissement liquide des quartiers sous équipés de la ville de Tanger.,SDL - TANGER TETOUAN TRAVAUX DE DISTIBUTION SA,TANGER-ASSILAH,06/01/2025,29/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=862810&orgAcronyme=g3h
862823,j8k,106/2024,Appel d'offres ouvert,AOO,Travaux,travaux aménagement de deux villas en siège à l’opération Riad Errihane à la ville nouvelle de Tamansourt.,SOCIETE AL OMRANE MARRAKECH - SAFI,MARRAKECH,02/01/2025,24/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=862823&orgAcronyme=j8k
862934,f8y,32/2024/BRO,Appel d'offres ouvert simplifié,AOS,Services,"ASSISTANCE TECHNIQUE DES PISTES RELEVANTS DE LA COMMUNE DE TIOULI, PROVINCE JERADA : - LA PISTE RELIANT LAHLALFA A LAHDADA SUR 4,6 KM - DOUAR ZOUALA – OULAD KARI SUR 3,34 KM - OULAD KARI – OULAD BOUJMILA SUR 2,99 KM - LAHDADA – OULAD CHARFA SUR 4,73 KM",REGION de ORIENTAL,JERADA,10/01/2025,23/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=862934&orgAcronyme=f8y
862935,p1v,M03/2024,Appel d'offres ouvert,AOO,Services,Annonce d'une vente aux enchères publiques,Commune EL BEDDOUZA,SAFI,08/01/2025,23/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=862935&orgAcronyme=p1v
862938,f8y,33/2024/BRO,Appel d'offres ouvert simplifié,AOS,Services,ASSISTANCE TECHNIQUE DES TRAVAUX D’ACHEVEMENT DE LA PISTE DAYET LAHJEL –PROVINCE DE FIGUIG,REGION de ORIENTAL,FIGUIG,10/01/2025,24/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=862938&orgAcronyme=f8y
862952,f8y,31/2024/BRO,Appel d'offres ouvert,AOO,Travaux,"Travaux d’achèvement de la piste reliant RN 17 (Mezghrane) à Dayt Lahjel sur 22,327 km, Commune Ain Chair, Province de Figuig",REGION de ORIENTAL,FIGUIG,13/01/2025,06/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=862952&orgAcronyme=f8y
862995,g3h,111/PT/INDH/2024,Appel d'offres ouvert,AOO,Services,"Assistance technique pour le contrôle topographiques des travaux de construction : - de la piste reliant RR510 et Ecole Bouhiya à la Commune Tamdite - de la piste reliant la RR510 et Ecole Hassan Bnou Tabet à la Commune Tamedite - des ouvrages d’art sur la piste reliant RR501 au RR506 via Ecole Oulad Ahmed et Dar Sania Guedara à la Commune Bni Snouss, Askar à la Commune Zrizer et Hjar Meaabed à la Commune de Taounate - Province de Taounate.",GOUVERNEUR DE TAOUNATE,TAOUNATE,06/01/2025,28/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=862995&orgAcronyme=g3h
863004,q1s,1/2025/OR/OZ/BG,Appel d'offres ouvert,AOO,Services,ETUDE RELATIVE A L’ELABORATION D’UN SCHEMA DIRECTEUR POUR LA REALISATION DES TRAVAUX DE CONSERVATION DES EAUX ET DES SOLS ET LA COLLECTE DES EAUX PLUVIALES AU NIVEAU DE LA ZONE D’ACTION DE L’ORMVA D’OUARZAZATE,OFFICE REGIONAL DE MISE EN VALEUR AGRICOLE DE OUARZAZATE,OUARZAZATE,10/01/2025,20/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863004&orgAcronyme=q1s
863009,x8h,04/BP/2024,Appel d'offres ouvert,AOO,Travaux,TRAVAUX D'AMENAGEMENT ET D’EQUIPEMENT D'UN FORAGE A ADAM EL HAJRA A LA COMMUNE TERRITORIALE D’IMLILI PROVINCE D’OUED EDDAHAB,Province de OUED EDDAHAB,OUED ED DAHAB,07/01/2025,10/02/2025 12:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863009&orgAcronyme=x8h
863018,x8h,05/BP/2024,Appel d'offres ouvert,AOO,Travaux,TRAVAUX D’AMÉNAGEMENT DES CENTRES RELEVANT DE LA COORDINATION RÉGIONALE DE L’ENTRAIDE NATIONALE DE DAKHLA OUED EDDAHAB,Province de OUED EDDAHAB,OUED ED DAHAB,07/01/2025,30/01/2025 12:30,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863018&orgAcronyme=x8h
863037,g3h,11/SDLRSTP/2024,Appel à manifestation d'intérêt,AMI,Services,Choix d’un partenaire pour l’occupation temporaire d’un local destiné à la mise en place et la gestion d’une unité de valorisation de viandes rouges sis aux Abattoirs de la région Quartier Industriel Sidi Bouknadel Commune Sidi Bouknadel – Préfecture de Salé,SOCIETE DE DEVELOPPEMENT LOCAL RABAT SALE TEMARA PRESTATIONS,SALE,03/01/2025,24/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863037&orgAcronyme=g3h
863149,g3h,02/2025/BG,Appel d'offres ouvert,AOO,Travaux,travaux de construction des ateliers bureaux en bois au siège de la province de Berkane,GOUVERNEUR DE BERKANE,Province de Berkane,06/01/2025,30/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863149&orgAcronyme=g3h
863157,g3h,03/2025/BG,Appel d'offres ouvert,AOO,Travaux,travaux de construction d'une pergola à la résidence de Monsieur le Gouverneur à Berkane,GOUVERNEUR DE BERKANE,Province de Berkane,06/01/2025,30/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863157&orgAcronyme=g3h
863168,g3h,10/2025/BG,Appel d'offres ouvert,AOO,Services,Entretien et nettoyage du siège du Secrétariat général des affaires régionales de la wilaya de la région de Marrakech Safi,WALI DE LA REGION MARRAKECH SAFI & GOUVERNEURDE LA PREFECTURE MARRAKECH,MARRAKECH,05/01/2025,28/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863168&orgAcronyme=g3h
863171,q0x,01/2025,Appel d'offres ouvert,AOO,Travaux,"Travaux D’aménagement Des Voies 25-26-27-28-29-30-31-32-33-34 de Lotissement Andalous, les Vois N° : 23-40-42-43 De Lotissement Walili et La Voie N° 185 (En Arrière du Château d’eau de Hay El Bassatin à Côté Du Boulevard Mohamed V) à la commune d’AIN TAOUJDATE.",Commune urbaine de AIN TAOUJDATE,EL-HAJEB,09/01/2025,03/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863171&orgAcronyme=q0x
863249,p1v,2/2024,Appel d'offres ouvert,AOO,Services,REALISATION DES ETUDES TECHNIQUES ET SUIVI DES TRAVAUX RELATIFS AUX DIFFERENTS PROJETS RELEVANT DE LA COMMUNE BNI TSIRISS - PROVINCE DE SIDI BENNOUR : - Etude technique et suivi de construction et branchement des bornes fontaines en eau potable au sein de la commune (15 bornes fontaines) ; - Etude technique et suivi de l’achèvement de la construction d’un mur de clôture pour cimetière Sidi Amer ; - Etude technique et suivi de construction d’un mur de clôture à l’école Lahouaska ; - Etude technique et suivi d’alimentation du Douar Ouled Si Bouchaib en eau potable ;,Commune rurale de BNI TSIRISS,SIDI BENNOUR,04/01/2025,28/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863249&orgAcronyme=p1v
863251,x6c,19/2024,Appel d'offres ouvert,AOO,Services,"Hébergement des portails et sites web pour le compte du Ministère de la Jeunesse, de la Culture et de la Communication – Département de la Communication - en lot unique – Rabat.",DOMAINE DE LA COMMUNICATION,RABAT,08/01/2025,31/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863251&orgAcronyme=x6c
863265,q9t,01/2025,Appel d'offres ouvert simplifié,AOS,Services,La maintenance préventive et curative des équipements Médico - techniques installés au CHP de Boujdour (Bloc Opératoire). En lot unique,Centre Hospitalier Provincial de Boujdour,BOUJDOUR,03/01/2025,15/01/2025 12:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863265&orgAcronyme=q9t
863270,m8x,01/2025,Appel d'offres ouvert,AOO,Services,Etude Technique et Suivi des Travaux d’Aménagement et d’exploitation du centre d’Enfouissement Technique des déchets ménagers et assimilés de la Province de TanTan.,ETABLISSEMENT DE LA COOPERATION INTERCOMMUNALE - AL AMAL - TANTAN,TAN-TAN,07/01/2025,30/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863270&orgAcronyme=m8x
863280,g3h,47/2024/BG.,Appel d'offres ouvert,AOO,Travaux,TRAVAUX D’AMENAGEMENT ET DE CONSTRUCTION DE LA PLATEFORME REGIONALE DE RESERVES DE PREMIERE NECESSITE DE LA REGION DE TANGER-TETOUAN-AL HOCEIMA LOT 2 : TRAVAUX DE CONSTRUCTION DE QUATRE ENTREPOTS ET D’UNE ADMINISTRATION.,WALI DE LA REGION TANGER TETOUAN AL HOCEIMA ET GOUVERNEUR DE LA PREFECTURE DE TANGER ASSILAH,TANGER-ASSILAH,13/01/2025,10/03/2025 12:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863280&orgAcronyme=g3h
863287,j8k,107/2024,Appel d'offres ouvert,AOO,Travaux,"travaux de mise en place de dispositif de contrôle d’accès à la place Jamaa Al Fna, dans le cadre du programme de mise en valeur de la Medina de Marrakech 2018-2022 a la ville de Marrakech.",SOCIETE AL OMRANE MARRAKECH - SAFI,MARRAKECH,06/01/2025,29/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863287&orgAcronyme=j8k
863353,b5j,63/2024/ALEM,Appel d'offres ouvert,AOO,Travaux,"Mise à niveau des tranches 4 et 5 du projet ""Les Oliviers"" ilot 13 du lotissement ALEM à Tamesna",AGENCE DE LOGEMENTS ET D'EQUIPEMENTS MILITAIRES,SKHIRATE-TEMARA,02/01/2025,27/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863353&orgAcronyme=b5j
863357,q1s,02/2025/DAM,Appel d'offres ouvert,AOO,Services,Scannage de la documentation de l’ORMVAG et mise en place d’une application informatique de gestion à Kénitra,OFFICE REGIONAL DE MISE EN VALEUR AGRICOLE D'EL GHARB,Province de Sidi Kacem,01/01/2025,23/01/2025 09:30,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863357&orgAcronyme=q1s
863359,j8k,AO01/25,Concours Architectural,CONCA,Services,"La conception architecturale et le suivi des travaux de construction de l’opération Résidence Nahda logements située au lotissement Anarouz, sis à la collectivité territoriale de Sidi Ifni, Province de Sidi Ifni.",SOCIETE D'AMENAGEMENT AL OMRANE AL JANOUB,SIDI IFNI,01/01/2025,25/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863359&orgAcronyme=j8k
863365,q1s,09/2025/DGR,Appel d'offres ouvert,AOO,Fournitures,"Fourniture de groupes électrogènes et motopompes d’exhaure pour l’ORMVA du Gharb à Kenitra, Sidi Kacem et Sidi Slimane.",OFFICE REGIONAL DE MISE EN VALEUR AGRICOLE D'EL GHARB,Province de Sidi Kacem,01/01/2025,23/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863365&orgAcronyme=q1s
863371,q1s,15/2025/DGR,Appel d'offres ouvert,AOO,Services,"Maintenance des équipements de protection des stations de pompage contre la foudre au niveau des zones d’action des provinces de Kenitra, Sidi Kacem et Sidi Slimane.",OFFICE REGIONAL DE MISE EN VALEUR AGRICOLE D'EL GHARB,Province de Sidi Kacem,01/01/2025,23/01/2025 10:30,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863371&orgAcronyme=q1s
863383,q1s,16/2025/DGR,Appel d'offres ouvert,AOO,Services,"Maintenance des équipements de vidéosurveillance des stations de pompage au niveau des zones d’action des provinces de Kenitra, Sidi Kacem et Sidi Slimane.",OFFICE REGIONAL DE MISE EN VALEUR AGRICOLE D'EL GHARB,Province de Sidi Kacem,01/01/2025,23/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863383&orgAcronyme=q1s
863405,f9f,01/SP/2025,Appel d'offres ouvert,AOO,Services,"La concession d’exploitation de la gare routière à la Commune d’Ouarzazate, Province d’Ouarzazate, Région Draa Tafilalt..",Commune urbaine de OUARZAZATE,OUARZAZATE,06/01/2025,30/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863405&orgAcronyme=f9f
863406,z9k,1/2024/CT.AITMAZIGH.PAZ,Appel d'offres ouvert simplifié,AOS,Services,location des souks hebdomadaire et abattoir ex 2025,Commune rurale de AIT MAZIGH,AZILAL,02/01/2025,07/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863406&orgAcronyme=z9k
863447,f9f,01/2024/BC,Appel d'offres ouvert simplifié,AOS,Travaux,TRAVAUX D’AMÉNAGEMENT DES PISTES D’ACCÈS DES DOUARS ID ZINEB A TAFRAOUT IMGRAD ET TAKOUJAT A TIMJAD -COMMUNE DE SIDI BOUABDELLI- PROVINCE DE TIZNIT,Collectivité territoriale de SIDI BOUABDELLI,TIZNIT,09/01/2025,30/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863447&orgAcronyme=f9f
863465,j8k,AO58/24,Appel d'offres ouvert,AOO,Travaux,TRAVAUX D’ASSAINISSEMENT LIQUIDE DE CENTRE CHEF-LIEU DE LA COMMUNE D’AOUINAT YGHOMANE 2eme TRANCHE – PROVINCE D’ASSA- AZAG.,SOCIETE D'AMENAGEMENT AL OMRANE AL JANOUB,ASSA-ZAG,01/01/2025,27/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863465&orgAcronyme=j8k
863473,j8k,AO59/24,Appel d'offres ouvert,AOO,Travaux,SUIVI DES TRAVAUX D’ASSAINISSEMENT LIQUIDE DU CENTRE CHEF-LIEU DE LA COMMUNE D’AOUINAT YGHOMANE 2eme TRANCHE – PROVINCE D’ASSA- ZAG,SOCIETE D'AMENAGEMENT AL OMRANE AL JANOUB,ASSA-ZAG,01/01/2025,27/01/2025 12:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863473&orgAcronyme=j8k
863475,j8k,AO60/24,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE CONSTRUCTION D’UNE STATION D’EPURATION DE TYPE LAGUNAGE NATUREL ET RESEAU D’ASSAINISSEMENT HORS – SITE 1ERE TRANCHE AU CHEF – LIEU DE LA COMMUNE D’AOUINAT YGHOMANE- PROVINCE D’ASSA - ZAG .,SOCIETE D'AMENAGEMENT AL OMRANE AL JANOUB,ASSA-ZAG,01/01/2025,28/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863475&orgAcronyme=j8k
863486,j8k,AO61/24,Appel d'offres ouvert,AOO,Travaux,"TRAVAUX DE CONSTRUCTION D’UNE STATION D’EPURATION DE TYPE LAGUNAGE NATUREL ET RESEAU D’ASSAINISSEMENT HORS SITE 2EME TRANCHE AU CHEF-LIEU DE LA COMMUNE DE LABOUIRAT, PROVINCE D’ASSA- ZAG",SOCIETE D'AMENAGEMENT AL OMRANE AL JANOUB,ASSA-ZAG,01/01/2025,28/01/2025 12:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863486&orgAcronyme=j8k
863514,j0w,08/2024/S.R.H.B.C.M,Appel d'offres ouvert,AOO,Travaux,travaux de forage des puits et construction des châteaux d’eau.,Commune urbaine de LAATTAOUIA,EL KELAA DES SRAGHNA,10/01/2025,04/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863514&orgAcronyme=j0w
863520,e5w,03/AREPFM/2025,Appel d'offres ouvert,AOO,Services,"ETUDES TECHNIQUES ET SUIVI DES TRAVAUX DE MISE A NIVEAU DE BOULEVARD ESSAADIYINE DANS LA PREFECTURE DE MEKNES, REGION FES-MEKNES -EN LOT UNIQUE-",AGENCE REGIONALE D'EXECUTION DES PROJETS DE LA REGION FES-MEKNES,MEKNES,01/01/2025,23/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863520&orgAcronyme=e5w
863528,o4d,AOON226/2024,Appel d'offres ouvert,AOO,Services,"la prestation de traduction et d’interprétation pour la cnss.ma, en lot unique",CAISSE NATIONALE DE SECURITE SOCIALE,CASABLANCA,02/01/2025,28/01/2025 10:45,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863528&orgAcronyme=o4d
863531,g8e,02/2025,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE CONSTRUCTION DES PISTES A LA COMMUNE OULED ABDOUNE RELEVANT DE LA PROVINCE DE KHOURIBGA-LOT UNIQUE-,AGENCE REGIONALE D'EXECUTION DES PROJETS DE LA REGION BENI MELLAL- KHENIFRA,KHOURIBGA,02/01/2025,27/01/2025 10:30,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863531&orgAcronyme=g8e
863533,g8e,03/2025,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE REALISATION DES EQUIPEMENTS HYDROMECANIQUES DES BARRAGES HAD BOUHSSOUSSEN DANS LA PROVINCE DE KHENIFRA ET TLAT NOUAREB DANS LA PROVINCE D’AZILAL,AGENCE REGIONALE D'EXECUTION DES PROJETS DE LA REGION BENI MELLAL- KHENIFRA,AZILAL,02/01/2025,27/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863533&orgAcronyme=g8e
863536,a2z,01/2025,Appel d'offres ouvert,AOO,Fournitures,"L’ACQUISITION, L’INSTALLATION ET LA MISE EN SERVICE DU MATERIEL ET LOGICIELS INFORMATIQUES POUR LE COMPTE DU CONSEIL SUPERIEUR DU POUVOIR JUDICIAIRE EN LOT UNIQUE",Conseil Supérieur du Pouvoir Judiciaire,MAROC,02/01/2025,13/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863536&orgAcronyme=a2z
863537,g8e,05/2025,Appel d'offres ouvert,AOO,Services,ETUDES TECHNIQUES ET SUIVI DES TRAVAUX DE CONSTRUCTION DES INFRASTRUCTURES SCOLAIRES AUX DIVERS ETABLISSEMENTS SCOLAIRES AUX DIFFERENTES COMMUNES TERRITORIALES RELEVANT DE LA PROVINCE D'AZILAL-LOT UNIQUE-,AGENCE REGIONALE D'EXECUTION DES PROJETS DE LA REGION BENI MELLAL- KHENIFRA,AZILAL,02/01/2025,28/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863537&orgAcronyme=g8e
863542,g8e,06/2025,Appel d'offres ouvert,AOO,Travaux,"TRAVAUX DE CONSTRUCTION DES TERRAINS DE SPORT AUX DIVERS ETABLISSEMENTS SCOLAIRES RELEVANT DE LA DIRECTION PROVINCIALE DU MINISTERE DE L’EDUCATION NATIONALE, DU PRESCOLAIRE ET DES SPORTS DE BENI MELLAL A LA PROVINCE DE BENI MELLAL– EN 2 LOTS - LOT1 : TRAVAUX DE CONSTRUCTION DES TERRAINS DE SPORT AUX DIVERS ETABLISSEMENTS SCOLAIRES : ECOLE COMMUNAUTAIRE TINGUERF A LA CT BOUTFERDA, ECOLE OULED GNAOU A LA CT OULED GNAOU, ECOLE AUTONOME OULED M’BAREK A LA CT OULED M’BAREK, ECOLE KHARTOUSS A LA CT BENI MELLAL ET ECOLE KARYA NAMOUDAJIA CENTRALE A LA CT SIDI JABAR, RELEVANT DE LA PROVINCE DE BENI MELLAL. LOT2 : TRAVAUX DE CONSTRUCTION DES TERRAINS DE SPORT AUX DIVERS ETABLISSEMENTS SCOLAIRES : LYCEE QUALIFIANT OUM ERROMANE ET ECOLE ELJADIDA A LA CT ZAOUIT CHEIKH, ECOLE CENTRALE EL AMAL A LA CT BENI MELLAL, ECOLE ANAS IBNOU MALIK A LA CT LKSIBA, ECOLE CENTRALE IBN ZOHR A LA CT KASBAT TADLA, ECOLE HAMZA IBN ABD ELMOTALIB A LA CT SIDI JABER, RELEVANT DE LA PROVINCE DE BENI MELLAL",AGENCE REGIONALE D'EXECUTION DES PROJETS DE LA REGION BENI MELLAL- KHENIFRA,BENI MELLAL,02/01/2025,28/01/2025 11:30,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863542&orgAcronyme=g8e
863544,g3h,459/2024/SRMCS,Appel d'offres ouvert,AOO,Travaux,Renouvellement de la conduite de refoulement des eaux usées DN500 de la station de pompage SP2 Ain Harrouda,SOCIETE REGIONALE MULTISERVICES CASABLANCA - SETTAT SA,CASABLANCA,02/01/2025,29/01/2025 09:30,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863544&orgAcronyme=g3h
863547,h5r,08/2024,Appel d'offres ouvert,AOO,Services,LOCATION DU SOUK AUX BESTIAUX DU SOUK HEBDOMADAIRE KHMISS OULED M'RAH,Commune urbaine de OULAD M'RAH,Province de Settat,02/01/2025,24/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863547&orgAcronyme=h5r
863548,g3h,387/2024/SRMCS,Appel d'offres ouvert,AOO,Fournitures,FOURNITURE DE MATERIELS ELECTRIQUES POUR L’ENTRETIEN DES STATIONS DE POMPAGE DE LA PROVINCE DE SETTAT,SOCIETE REGIONALE MULTISERVICES CASABLANCA - SETTAT SA,SETTAT,02/01/2025,27/01/2025 09:30,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=863548&orgAcronyme=g3h
