ref_consultation,org_acronyme,reference,type_procedure,type_procedure_abbrev,categorie,objet,acheteur,lieu_execution,date_publication,date_limite,statut,url,est_annule,resultat_definitif,nombre_lots,estimation_totale_ttc
1019416,o8p,AON34/2026/SO2300UP,Appel d'offres ouvert,AOO,Services,"Réalisation des essais de contrôle et suivi de la qualité des Travaux de construction des routes suivantes : - la route non classée reliant la RR710, Izwamaken et Assouiniya Boukerdane sur une longueur de 6 Kms -la route non classée reliant knour et Ait Chard par Ihouaddine et Ait Bajji sur une longueur de 5 Kms -Province de Khénifra –",DIRECTEUR PROVINCIAL DE L'EQUIPEMENT A KHENIFRA,KHENIFRA,2026-07-10,2026-08-06 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1019416&orgAcronyme=o8p,False,False,1,232152.0
1019422,o8p,AON35/2026/SO2300UP,Appel d'offres ouvert,AOO,Services,Réalisation des essais de contrôle et suivi de la qualité des Travaux de construction des routes suivantes : *La route non classée reliant Douar Azerzou et Douar Arougou via Tajmaat (Tranche n°1) sur une longueur de 7 kms. *La route non classée reliant Linda et Talhiyant sur une longueur de 8 Kms. - Province de Khénifra-,DIRECTEUR PROVINCIAL DE L'EQUIPEMENT A KHENIFRA,KHENIFRA,2026-07-10,2026-08-11 10:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1019422&orgAcronyme=o8p,False,False,1,284364.0
1019424,o8p,AON36/2026/SO2300UP,Appel d'offres ouvert,AOO,Services,"Réalisation des essais de contrôle et suivi de la qualité des Travaux de construction des routes suivantes : *La route non classée reliant Aklmam Azkagh à iknawn via Chichaou sur une longueur de 13,5 kms. *La route non classée reliant Akka Ouslem et Tacherchmout sur une longueur de7 Kms. -- Province de Khénifra --",DIRECTEUR PROVINCIAL DE L'EQUIPEMENT A KHENIFRA,KHENIFRA,2026-07-10,2026-08-11 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1019424&orgAcronyme=o8p,False,False,1,353496.0
1019555,q9t,13/2026,Appel d'offres ouvert,AOO,Fournitures,"Achat de matériel du bloc opératoire du centre hospitalier provincial du ministère de la santé et de la protection sociale à la province de Taounate. Lot n°1 : ARCEAU MOBILE DE RADIOSCOPIE AVEC CAPTEUR PLAN 20X20 Lot n° 2 : - RESPIRATEUR D'ANESTHÉSIE POUR ADULTE, ENFANT ET NOURRISSON - STATION DE DIAGNOSTIC MURAL. - APPAREIL DE DESINFECTION DES LOCAUX.",DIRECTEUR DU CENTRE HOSPITALIER PROVINCIAL TAOUNATE,TAOUNATE,2026-07-10,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1019555&orgAcronyme=q9t,False,False,2,1636800.0
1019611,d4q,36/DAM/CE/2026,Appel d'offres ouvert,AOO,Fournitures,Acquisition des accessoires pour appareils scientifiques : Accessoires pour chromatographe ionique de marque Metrohm 930 compact IC Flex et analyseur séquentiel AQ2 de marque SEAL Analytical,OFFICE NATIONAL DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE EAU,RABAT,2026-07-03,2026-09-03 10:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1019611&orgAcronyme=d4q,False,False,1,172800.0
1019614,q1s,62/2026/DRH,Appel d'offres ouvert,AOO,Services,"Prestations de réception et de restauration au profit de l’ORMVAG, au niveau des zones d’action des provinces de Kenitra, Sidi Slimane et Sidi Kacem Ou hors zone d’action (Tout autre ville nationale)",OFFICE REGIONAL DE MISE EN VALEUR AGRICOLE D'EL GHARB,Province de Sidi Kacem,2026-07-03,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1019614&orgAcronyme=q1s,False,False,1,739640.0
1019634,o8p,51/2026,Appel d'offres ouvert,AOO,Travaux,- Travaux de rechargement en MCR des pistes existantes à l’intérieur de la Réserve de Chasse Royale d’oued Sousse à Inezgane ; - Reconstruction d’un mur en maçonnerie à l’intérieur de la Réserve de Chasse Royale d’oued Sousse à Inezgane. Préfecture d’Inezgane Ait Melloul.,"DIRECTEUR PROVINCIAL DE L'EQUIPEMENT, DU TRANSPORT ET DE LA LOGISTIQUE DE CHTOUKA-INEZGANE",INEZGANE-AIT MELLOUL,2026-07-10,2026-08-06 10:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1019634&orgAcronyme=o8p,False,False,1,450060.0
1019657,o8p,AON37/2026/so2300up,Appel d'offres ouvert,AOO,Services,Réalisation des essais de contrôle et suivi de la qualité des Travaux de construction des routes suivantes : - La Route non classée reliant les Sources Oum Rabia et Sidi Ali Oubrahim Via Tazougart sur une longueur de 6 Kms -La Route non classée reliant le Centre El Hammam et Boufernane (Ait Sidi Youssef Via Tibouda) sur une longueur de 6 Kms -La Route non classée reliant reliant Afoud El Jamiâ à Taberkanine ( 1 ère Tranche ) sur une longueur de 11 Kms -PROVINCE DE KHENIFRA-,DIRECTEUR PROVINCIAL DE L'EQUIPEMENT A KHENIFRA,KHENIFRA,2026-07-10,2026-08-13 10:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1019657&orgAcronyme=o8p,False,False,1,266940.0
1019662,o8p,AON38/2026/so2300up,Appel d'offres ouvert,AOO,Services,"Réalisation des essais de contrôle et suivi de la qualité des Travaux de construction des routes suivantes : -La Route non classée reliant le centre El Borj , Ij Ichkak et quartier Assaka sur 8 kms -La Route non classée reliant Lafija Ait ALLA - Douar Amhrouq sur 6 kms - Province de Khénifra -",DIRECTEUR PROVINCIAL DE L'EQUIPEMENT A KHENIFRA,KHENIFRA,2026-07-10,2026-08-13 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1019662&orgAcronyme=o8p,False,False,1,267372.0
1019692,d4q,GN1130175/2026/AGS/DXG,Appel d'offres ouvert,AOO,Fournitures,Fourniture des consommables pour l'analyse du fioul de la centrale diesel LAAYOUNE,OFFICE NATIONALE DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE ELECTRICITE,LAAYOUNE,2026-07-03,2026-09-01 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1019692&orgAcronyme=d4q,False,False,1,139700.0
1019715,g3h,097/2026/EP,Appel d'offres ouvert,AOO,Travaux,Travaux de renouvellement des conduites d’eau potable au niveau des douars relevant de la commune territoriale de Rouadi,SOCIETE REGIONALE MULTISERVICES TANGER- TETOUAN-AL HOCEIMA SA,AL HOCEIMA,2026-07-03,2026-08-11 09:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1019715&orgAcronyme=g3h,False,False,1,701388.0
1019733,o8p,52/2026,Appel d'offres ouvert,AOO,Services,La réalisation des essais de contrôle et suivi de la qualité des travaux de : * Travaux de rechargement en MCR des pistes existantes à l’intérieur de la Réserve de Chasse Royale d’oued Sousse à Inezgane ; * Reconstruction d’un mur en maçonnerie à l’intérieur de la Réserve de Chasse Royale d’oued Sousse à Inezgane. Préfecture d’Inezgane Ait Melloul.,"DIRECTEUR PROVINCIAL DE L'EQUIPEMENT, DU TRANSPORT ET DE LA LOGISTIQUE DE CHTOUKA-INEZGANE",INEZGANE-AIT MELLOUL,2026-07-10,2026-08-06 11:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1019733&orgAcronyme=o8p,False,False,1,27084.0
1019734,g8e,140/2026,Appel d'offres ouvert,AOO,Travaux,TRAVAUX D’AMÉNAGEMENT ET MISE À NIVEAU DES AXES STRUCTURANTS DE LA VILLE BENI MELLAL PROVINCE BENI MELLAL ENTRÉE MARRAKECH - BENI MELLAL ET ENTRÉE KHENIFRA - BENI MELLAL TRAVAUX DE VOIRIE ASSAINISSEMENT DE L’ENTREE MARRAKECH ET BOULEVARD MOHAMMED V -LOT UNIQUE-,AGENCE REGIONALE D'EXECUTION DES PROJETS DE LA REGION BENI MELLAL- KHENIFRA,BENI MELLAL,2026-07-03,2026-08-18 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1019734&orgAcronyme=g8e,False,False,1,136278288.0
1019848,g3h,21/2026/CTSA/S,Appel d'offres ouvert,AOO,Services,AUDIT DE LA GESTION DES RESSOURCES HUMAINES ET DE LA STRUCTURE SALARIALE DU DELEGATAIRE DU RESEAU TRAMWAY ET BUSWAY DE CASABLANCA.,CASABLANCA TRANSPORT EN SITE AMENAGE SA,CASABLANCA,2026-07-06,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1019848&orgAcronyme=g3h,False,False,1,1000000.0
1019858,g3h,02/2026,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE REHABILITATION DES TERRAINS DE PROXIMITE EN GAZON SYNTHETIQUE RELEVANT DES COMMUNES DE LA PROVINCE DE NADOR (TRANCHE 1),SOCIETE NADOR SPORT,NADOR,2026-07-07,2026-08-04 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1019858&orgAcronyme=g3h,False,False,1,3625806.0
1019862,o8p,26S043/PLGV,Appel d'offres ouvert,AOO,Services,Prestations de contrôle extérieur de la qualité par un Laboratoire du projet de connexion portuaire NWM,OFFICE NATIONAL DES CHEMINS DE FER,NADOR,2026-07-03,2026-08-13 09:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1019862&orgAcronyme=o8p,False,False,1,15600000.0
1019923,f9f,06/2026,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE CONSTRUCTION DES BOUTIQUES COMMERCIALES A LA COMMUNE OULAD BERHIL.,Commune urbaine de OULAD BERHIL,TAROUDANNT,2026-07-03,2026-08-05 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1019923&orgAcronyme=f9f,False,False,1,1780369.2
1019976,f9f,07/2026,Appel d'offres ouvert,AOO,Travaux,TRAVAUX D'APPROFONDISSEMENT D'UN PUITS A LA COMMUNE D’OULAD BERHIL,Commune urbaine de OULAD BERHIL,TAROUDANNT,2026-07-03,2026-08-05 12:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1019976&orgAcronyme=f9f,False,False,1,255000.0
1019984,g8e,AOO/005/2026/DTDOD,Appel d'offres ouvert,AOO,Fournitures,"La fourniture, l’installation et la mise en service de matériel informatique",AUTORITE MAROCAINE DU MARCHE DES CAPITAUX,RABAT,2026-07-03,2026-08-11 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1019984&orgAcronyme=g8e,False,False,1,1093200.0
1020089,q1s,66/2026/DPAJ,Appel d'offres ouvert,AOO,Services,"Assistance technique pour le suivi des travaux d'aménagement et de construction des unités de valorisation et de production dans le cercle de Jerada banlieue, dans le cadre du programme IHYAE",DIRECTION PROVINCIALE DE L'AGRICULTURE DE JERADA,JERADA,2026-07-04,2026-08-05 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020089&orgAcronyme=q1s,False,False,1,172800.0
1020091,q1s,67/2026/DPAJ,Appel d'offres ouvert,AOO,Services,Réalisation de l’étude d'impact environnemental et social de l’aménagement du souk de Tiouli dans le cadre du programme IHYAE,DIRECTION PROVINCIALE DE L'AGRICULTURE DE JERADA,JERADA,2026-07-04,2026-08-05 12:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020091&orgAcronyme=q1s,False,False,1,100000.0
1020092,q1s,68/2026/DPAJ,Appel d'offres ouvert,AOO,Services,Assistance technique pour le suivi des travaux d'aménagement du souk de Tiouli dans le cercle de Jerada banlieue dans le cadre du programme IHYAE,DIRECTION PROVINCIALE DE L'AGRICULTURE DE JERADA,JERADA,2026-07-04,2026-08-06 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020092&orgAcronyme=q1s,False,False,1,288004.0
1020116,j0w,1/2026,Appel d'offres ouvert,AOO,Services,"ETUDE ET ASSISTANCE À MAÎTRISE D’OUVRAGE POUR LE SUIVI ET CONTRÔLE DES TRAVAUX DE CONSTRUCTION D’UN OUVRAGE D’ART SUR OUED TAHBANT A LA COMMUNE AIT HKIM AIT IZID, PROVINCE D’AL HAOUZ",Commune rurale de AIT HKIM AIT YSID,AL HAOUZ,2026-07-09,2026-08-06 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020116&orgAcronyme=j0w,False,False,1,775200.0
1020148,m1w,05/2026/CCISDT,Appel d'offres ouvert,AOO,Services,Organisation de Cinq forums économiques dans la région Draa-Tafilalet en lot unique.,CHAMBRE DE COMMERCE D'INDUSTRIE ET DE SERVICES DE LA REGION DE DRAA - TAFILALTE,ERRACHIDIA,2026-07-06,2026-09-07 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020148&orgAcronyme=m1w,False,False,1,1495080.0
1020230,d0q,05/2026,Appel d'offres ouvert,AOO,Fournitures,Acquisition d’une chargeuse sur pneu pour le compte de la commune kissane.,Commune rurale de KISSANE,TAOUNATE,2026-07-06,2026-08-06 12:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020230&orgAcronyme=d0q,False,False,1,1710000.0
1020264,k2q,05/2026/DRMCO/BG,Appel d'offres ouvert,AOO,Fournitures,Achat de radiosondes et ballons sondes destinés au fonctionnement du Système Automatique de Radiosondage du Centre Provincial de la Météorologie de Casablanca (Préfecture d’arrondissement Hay Hassani).,DIRECTEUR REGIONAL DE LA METEOROLOGIE DU CENTRE OUEST CASABLANCA,CASABLANCA,2026-07-06,2026-08-11 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020264&orgAcronyme=k2q,False,False,1,1134360.0
1020319,q9t,04/2026,Appel d'offres ouvert,AOO,Fournitures,Achat de fongibles afférents au laboratoire destiné au Centre hospitalier provincial de Khouribga réparti en 03lots. Province Khouribga,DIRECTEUR CENTRE HOSPITALIER PROVINCIAL DE KHOURIBGA,KHOURIBGA,2026-07-10,2026-08-06 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020319&orgAcronyme=q9t,False,False,3,527222.0
1020432,h5r,2/2026,Appel d'offres ouvert,AOO,Travaux,TRAVAUX D’AMÉNAGEMENT DES VOIES URBAINES A LA COMMUNE DE HATTANE -PROVINCE DE KHOURIBGA,Commune urbaine de HATTANE,KHOURIBGA,2026-07-06,2026-08-05 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020432&orgAcronyme=h5r,False,False,1,4429380.0
1020506,z9k,.8/2025/ZC,Appel d'offres ouvert,AOO,Travaux,"Travaux de mise à niveau de la ville de Zaouit-Cheikh : dallage, pavage, voirie et électrification des rues.",Commune urbaine de ZAOUIAT CHEIKH,MAROC,2026-07-06,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020506&orgAcronyme=z9k,False,False,1,14400180.0
1020553,z9k,12/CKT//2026,Appel d'offres ouvert,AOO,Fournitures,Achat de matériel électrique et électronique,Commune de KASBAT TADLA,BENI MELLAL,2026-07-07,2026-08-04 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020553&orgAcronyme=z9k,False,False,1,589800.0
1020564,d4q,TC4130724/2026/ONEEBELEC,Appel d'offres ouvert,AOO,Travaux,"refonte des lignes 60kV du réseau Casablanca – Settat : - N°266 DAOURAT – IMFOUT, - N°398 SIDI MAAROUF – BOUSKOURA, - N°240 LAAWAMER – SIDI MAAROUF, - N°16-2 SIDI CHEHOU – ONCF MECHRAA BEN ABBDOU, - N°16-3 ONCF MECHRAA BEN ABBDOU –ONCF RHAMNA, - N°230-1 ONCF SIDI AIDI – ONCF KHEMISSET - N°230-2 ONCF KHEMISSET – IMFOUT.",OFFICE NATIONALE DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE ELECTRICITE,CASABLANCA,2026-07-07,2026-09-10 09:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020564&orgAcronyme=d4q,False,False,1,22816000.0
1020570,d4q,11/2026/DR4,Appel d'offres ouvert,AOO,Travaux,RÉHABILITATION DES STATIONS AU NIVEAU DU CENTRE OUED EL MAKHAZINE,OFFICE NATIONAL DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE EAU,KENITRA,2026-07-07,2026-09-01 09:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020570&orgAcronyme=d4q,False,False,1,432000.0
1020578,d4q,12/2026/DR4,Appel d'offres ouvert,AOO,Travaux,Renforcement de l’AEP des centres Zaggota -Selfat à partir des forages de Nzalat Bni Ammar – Lot : Equipement 2.,OFFICE NATIONAL DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE EAU,SIDI SLIMANE,2026-07-07,2026-09-01 09:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020578&orgAcronyme=d4q,False,False,1,516000.0
1020586,d0q,07/2026,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE LA MISE A NIVEAU DU CENTRE BAB MARZOUKA A LA COMMUNE BAB MARZOUKA PROVINCE DE TAZA,COMMUNE BAB MARZOUKA,TAZA,2026-07-09,2026-08-04 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020586&orgAcronyme=d0q,False,False,1,7666296.0
1020618,d4q,33/DRC/CI/2026,Appel d'offres ouvert,AOO,Services,Maintenance et réparation des soupapes de décharge et des purgeurs soniques relevant du secteur de production Casablanca-Daourat-El Jadida,OFFICE NATIONAL DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE EAU,CASABLANCA,2026-07-08,2026-08-06 10:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020618&orgAcronyme=d4q,False,False,1,650400.0
1020639,g3h,237/26/ASST,Appel d'offres ouvert,AOO,Services,Entretien et curage des bassins anaérobies des STEP pour le compte de la Province Chichaoua,SOCIETE REGIONALE MULTISERVICES MARRAKECH - SAFI S.A,CHICHAOUA,2026-07-07,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020639&orgAcronyme=g3h,False,False,1,360000.0
1020642,g3h,44/2026/BG/PAZ,Appel d'offres ouvert,AOO,Travaux,"Travaux d’aménagement de la Résidence Officielle et annexes, Province d’Azilal.",GOUVERNEUR DE LA PROVINCE D'AZILAL,AZILAL,2026-07-07,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020642&orgAcronyme=g3h,False,False,1,1992900.0
1020648,g3h,238/26/ASST,Appel d'offres ouvert,AOO,Travaux,Travaux d'entretien et de réparation de réseau d'assainissement de la ville de Kelaa de Sraghna,SOCIETE REGIONALE MULTISERVICES MARRAKECH - SAFI S.A,EL KELAA DES SRAGHNA,2026-07-07,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020648&orgAcronyme=g3h,False,False,1,1199880.0
1020661,o8p,11/2026/DPTR/ANP,Appel d'offres ouvert,AOO,Travaux,LA MISE A NIVEAU DES PHARES ET BALISES DES PORTS DE TANGER ET REGION,AGENCE NATIONALE DES PORTS/ DIRECTION DU PORT DE TANGER ET REGION,TANGER-ASSILAH,2026-07-10,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020661&orgAcronyme=o8p,False,False,1,1200000.0
1020662,g3h,239/26/ASST,Appel d'offres ouvert,AOO,Services,Curage de deux bassins anaérobies à la station d'épuration de la ville de Kelaa de Sraghna,SOCIETE REGIONALE MULTISERVICES MARRAKECH - SAFI S.A,EL KELAA DES SRAGHNA,2026-07-07,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020662&orgAcronyme=g3h,False,False,1,1080000.0
1020676,g3h,248/26/ASST,Appel d'offres ouvert,AOO,Travaux,"Travaux d’assainissement liquide du centre AIT DAOUD, Province d’Essaouira -Tranche prioritaire-",SOCIETE REGIONALE MULTISERVICES MARRAKECH - SAFI S.A,ESSAOUIRA,2026-07-07,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020676&orgAcronyme=g3h,False,False,1,16251062.4
1020682,g3h,249/26/ASST,Appel d'offres ouvert,AOO,Travaux,Travaux d’assainissement liquide du centre de TAMELLALT – 1ére Tranche,SOCIETE REGIONALE MULTISERVICES MARRAKECH - SAFI S.A,EL KELAA DES SRAGHNA,2026-07-07,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020682&orgAcronyme=g3h,False,False,1,11879472.0
1020693,g3h,250/26/ASST,Appel d'offres ouvert,AOO,Travaux,Réalisation de la station d’épuration des eaux usées du centre TAMELLALT,SOCIETE REGIONALE MULTISERVICES MARRAKECH - SAFI S.A,EL KELAA DES SRAGHNA,2026-07-07,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020693&orgAcronyme=g3h,False,False,1,26000000.4
1020703,g3h,90/26/ASST/R,Appel d'offres ouvert,AOO,Services,Renouvellement des groupes électropompes d’assainissement -Direction Provinciale EL HAOUZ,SOCIETE REGIONALE MULTISERVICES MARRAKECH - SAFI S.A,AL HAOUZ,2026-07-07,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020703&orgAcronyme=g3h,False,False,1,958800.0
1020715,g3h,119/26/ASST/R,Appel d'offres ouvert,AOO,Travaux,Travaux de réfection des surfaces revêtues dégradées dans la ville de Marrakech.,SOCIETE REGIONALE MULTISERVICES MARRAKECH - SAFI S.A,MARRAKECH,2026-07-07,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020715&orgAcronyme=g3h,False,False,1,4800000.0
1020728,g3h,147/26/ASST/R,Appel d'offres ouvert,AOO,Travaux,Amélioration du réseau de collecte au niveau des centres relevant de la DP d'Al Haouz (Travaux de renouvellement urgents),SOCIETE REGIONALE MULTISERVICES MARRAKECH - SAFI S.A,AL HAOUZ,2026-07-07,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020728&orgAcronyme=g3h,False,False,1,1200000.0
1020740,g3h,251/26/ASST,Appel d'offres ouvert,AOO,Travaux,Assainissement liquide du centre TAHANAOUT -Tranche Réseau d’assainissement et stations de pompages-,SOCIETE REGIONALE MULTISERVICES MARRAKECH - SAFI S.A,AL HAOUZ,2026-07-07,2026-08-24 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020740&orgAcronyme=g3h,False,False,1,22044744.0
1020752,o8p,RHA/05/2026,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE RECONSTRUCTION D’UN DALOT SUR LA RN9 AU :  PK221+500  PK202+400 - Province de Rhamna-,SERVICE DE L'EQUIPEMENT DU TRANSPORT ET DE LA LOGISTIQUE DE RHAMNA,REHAMNA,2026-07-10,2026-08-04 10:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020752&orgAcronyme=o8p,False,False,1,3220729.2
1020757,g3h,252/26/ASST,Appel d'offres ouvert,AOO,Travaux,Assainissement liquide du centre TAHANAOUT -Station d’épuration.,SOCIETE REGIONALE MULTISERVICES MARRAKECH - SAFI S.A,AL HAOUZ,2026-07-07,2026-08-24 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020757&orgAcronyme=g3h,False,False,1,17211900.0
1020769,g3h,160/26/ASST/R,Appel d'offres ouvert,AOO,Travaux,Assainissement liquide du chef-lieu de la commune Ounagha dans la province d’Essaouira - Station d'épuration.,SOCIETE REGIONALE MULTISERVICES MARRAKECH - SAFI S.A,ESSAOUIRA,2026-07-07,2026-08-24 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020769&orgAcronyme=g3h,False,False,1,7720419.12
1020779,o8p,05/2026/DRETLO,Appel d'offres ouvert,AOO,Travaux,la réalisation des travaux de clôture en grillage et fils barbelés de la section 3 (Driouch-port Nador West Med) de l’autoroute Guercif-Nador.,DIRECTION REGIONALE DE L'EQUIPEMENT ET DES TRANSPORTS DE L'ORIENTAL,NADOR,2026-07-10,2026-08-05 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020779&orgAcronyme=o8p,False,False,1,3596760.0
1020880,w7t,90/DRANEF.O/2026,Appel d'offres ouvert,AOO,Travaux,"L’exécution des travaux de régénération du Romarin sur une superficie totale de 103 ha, dans le périmètre dénommé Sidi Amar, situé dans la Commune Territoriale de Mezguitem, province de Guercif (lot unique)",DIRECTION REGIONALE DE L'AGENCE NATIONALE DES EAUX ET FORETS DE L'ORIENTAL,GUERCIF,2026-07-07,2026-08-04 09:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020880&orgAcronyme=w7t,False,False,1,2796312.0
1020894,a1t,159/2026/APDN,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE CONSTRUCTION DU COMPLEXE COMMERCIAL A LA COMMUNE DE GALAZ - PROVINCE DE TAOUNATE,AGENCE POUR LA PROMOTION ET LE DEVELOPPEMENT ECONOMIQUE ET SOCIAL DES PREFECTURES ET PROVINCES DU NORD DU ROYAUME,TAOUNATE,2026-07-07,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020894&orgAcronyme=a1t,False,False,1,3537963.0
1020904,g3h,247/26/EAU,Appel d'offres ouvert,AOO,Travaux,Travaux d’entretien du réseau et équipements d’eau potable au niveau des différents centre relevant de la Direction Provinciale de Kelaa de Sraghna,SOCIETE REGIONALE MULTISERVICES MARRAKECH - SAFI S.A,EL KELAA DES SRAGHNA,2026-07-07,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1020904&orgAcronyme=g3h,False,False,1,704772.0
