ref_consultation,org_acronyme,reference,type_procedure,type_procedure_abbrev,categorie,objet,acheteur,lieu_execution,date_publication,date_limite,statut,url,est_annule,resultat_definitif,nombre_lots,estimation_totale_ttc
1018006,o8p,SF25/2026/DPETLSEFROU,Appel d'offres ouvert,AOO,Services,Réalisation des Essais de contrôle des Travaux d’élargissement et de renforcement de la RR504 du PK31+020 au PK34+320 (EX RR504 du PK 52+000 au PK55+300). (Province de Sefrou),LE DIRECTEUR PROVINCIAL DE L'EQUIPEMENT ET DU TRANSPORT ET DE LA LOGISTIQUE DE SEFROU,Province de Sefrou,2026-07-08,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018006&orgAcronyme=o8p,False,False,1,185316.0
1018022,d4q,TC1130459/2026/ONEEBELEC,Appel d'offres ouvert,AOO,Fournitures,Achat des imprimés pour le compte de la Direction Transport Région Centre-Casablanca,OFFICE NATIONALE DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE ELECTRICITE,CASABLANCA,2026-06-30,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018022&orgAcronyme=d4q,False,False,1,103000.0
1018039,g3h,253/2026/SRMCS,Appel d'offres ouvert,AOO,Fournitures,Fourniture et installation de Onze (11) / douze (12) autotransformateurs réversibles 22KV/20KV de 10 MVA aux postes sources de la SRM - CS,SOCIETE REGIONALE MULTISERVICES CASABLANCA - SETTAT SA,CASABLANCA,2026-06-30,2026-08-10 09:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018039&orgAcronyme=g3h,False,False,2,48093600.0
1018062,f9f,05/BC/2026,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE L’EXTENSION DU RÉSEAU EAU POTABLE. DANS CERTAINS DOUARS RELEVANT DE LA COMMUNE MIRLEFT PROVINCE DE SIDI IFNI.,Commune de MIRLEFT,SIDI IFNI,2026-07-08,2026-08-04 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018062&orgAcronyme=f9f,False,False,1,632540.64
1018067,h5r,09/2026/CHS,Appel d'offres ouvert,AOO,Services,"ETUDES TECHNIQUES ET SUIVI DES TRAVAUX RELATIFS A LA CREATION DE TERRAINS DE SPORT DE PROXIMITE SUR UNE BANDE D’UNE SUPERFICIE D’ENVIRON 17622 m2, AVEC REALISATION DES EQUIPEMENTS ANNEXES NECESSAIRES, AU PROFIT DE LA COMMUNE HAD SOUALEM PROVINCE DE BERRECHID.",Commune Urbaine Had Soualem,MAROC,2026-07-09,2026-08-04 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018067&orgAcronyme=h5r,False,False,1,170028.0
1018087,g3h,44/2026,Appel d'offres ouvert,AOO,Fournitures,"Aquisition de matériel de couchage au profit du Service Central du Ministère de l’Intérieur à Rabat, (lot unique).",MINISTERE DE L'INTERIEUR,MAROC,2026-07-08,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018087&orgAcronyme=g3h,False,False,1,481747.2
1018095,g3h,264/2026/SRMFM,Appel d'offres ouvert,AOO,Travaux,Travaux d’entretien et maintenance du réseau d’eau potable dans la ville de Fès.,SOCIETE REGIONALE MULTISERVICES FES - MEKNES S.A,FES,2026-06-30,2026-08-04 08:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018095&orgAcronyme=g3h,False,False,1,11884368.0
1018117,g8e,08/2026/DRIMA,Appel d'offres ouvert,AOO,Services,Nettoyage et entretien des immeubles administratifs relevant de la Direction Régionale des Impôts de Marrakech. (Marché reconductible).,DIRECTEUR REGIONAL DES IMPOTS A LA WILAYA MARRAKECH ET PROVINCE EL KALAA SRAGHNA OUARZAZATE,Préfecture de Marrakech Menara,2026-07-10,2026-08-27 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018117&orgAcronyme=g8e,False,False,1,2300624.93
1018130,f9f,16/2026/BP,Appel d'offres ouvert,AOO,Travaux,"Travaux de mise à niveau du centre de la commune tizoughrane (lot : éclairage public solaire), Province de Tiznit, Région Souss Massa",Province de TIZNIT,TIZNIT,2026-07-08,2026-08-06 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018130&orgAcronyme=f9f,False,False,1,968400.0
1018137,g3h,105/2026/SRMFM,Appel d'offres ouvert,AOO,Fournitures,Acquisition d’engins de curage hydraulique pour le compte de la SRM-FM.,SOCIETE REGIONALE MULTISERVICES FES - MEKNES S.A,FES,2026-06-30,2026-08-04 08:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018137&orgAcronyme=g3h,False,False,1,24600000.0
1018144,o8p,35/2026/DPETLC,Appel d'offres ouvert,AOO,Services,ETUDE DES TRAVAUX DE CAPTAGE DES EAUX PLUVIALES ET D’AMENAGEMENT DES SOURCES D’EAU DANS LA PROVINCE DE CHEFCHAOUEN.,DIRECTEUR PROVINCIAL DE L'EQUIPEMENT CHEFCHAOUEN,CHEFCHAOUEN,2026-07-08,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018144&orgAcronyme=o8p,False,False,1,141600.0
1018147,g3h,162/2026/SRMFM,Appel d'offres ouvert,AOO,Fournitures,"Fourniture, transport, installation et essais de mise en service de (02) Deux transformateurs de puissance HTB/HTA avec fourniture des pièces de rechanges au poste source 60/22 KV TAZA III.",SOCIETE REGIONALE MULTISERVICES FES - MEKNES S.A,TAZA,2026-06-30,2026-08-04 08:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018147&orgAcronyme=g3h,False,False,1,11628000.0
1018172,o8p,47/2026,Appel d'offres ouvert,AOO,Travaux,Travaux de réparation des dégâts des crues sur la RN1 du PK 911+950 au PK 920+000. Province de Chtouka Ait Baha.,"DIRECTEUR PROVINCIAL DE L'EQUIPEMENT, DU TRANSPORT ET DE LA LOGISTIQUE DE CHTOUKA-INEZGANE",Préfecture de Chtouka Ait Baha,2026-07-08,2026-08-04 10:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018172&orgAcronyme=o8p,False,False,1,12687438.0
1018185,m8x,01/2026,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE CONSTRUCTION D’UNE PASSERELLE PIETON METALLIQUE SUR OUED TAGMOUT DOUAR IGHIRA COMMUNE DE TAGMOUT PROVINCE DE TATA.,Commune territorial TAGMOUT,TATA,2026-07-07,2026-09-02 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018185&orgAcronyme=m8x,False,False,1,549960.0
1018234,q9t,02/2026/CHPG,Appel d'offres ouvert,AOO,Fournitures,FOURNITURE ET INSTALLATION D’UNE COLONNE D’ENDOSCOPIE DIGESTIVE POUR LE CENTRE HOSPITALIER PROVINCIAL DE GUERCIF,Centre Hospitalier Provincial de Guercif,GUERCIF,2026-07-07,2026-09-02 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018234&orgAcronyme=q9t,False,False,1,1125000.0
1018273,o8p,AON30/2026/SO2300UP,Appel d'offres ouvert,AOO,Travaux,"Travaux de signalisation routière horizontale, verticale et dispositifs de sécurité sur les deux sections de la RN8 suivantes : * La RN8 du PK 508+260 au PK 510+680 (voie unidirectionnelle de la RN8) sur un linéaire de 3 kms (même section) * La RN8 du PK 468+870 au PK 475+730, reliant Lehri et Tighssaline -Province de Khénifra –",DIRECTEUR PROVINCIAL DE L'EQUIPEMENT A KHENIFRA,KHENIFRA,2026-07-06,2026-08-04 10:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018273&orgAcronyme=o8p,False,False,1,2928955.2
1018284,o8p,AON31/2026/SO2300UP,Appel d'offres ouvert,AOO,Travaux,"Travaux de la signalisation routière horizontale, verticale et dispositif de sécurité des routes suivantes : • La RP7304 du PK 0+000 au PK 25+500 reliant M’rirt et sources Oum Rabiaa • La RP7311 du PK 25+070 au PK 69+540 reliant Ajdir et Ouiouane dans la Province de Khénifra",DIRECTEUR PROVINCIAL DE L'EQUIPEMENT A KHENIFRA,KHENIFRA,2026-07-06,2026-08-04 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018284&orgAcronyme=o8p,False,False,1,4988515.2
1018296,h5r,04/2026/SM,Appel d'offres ouvert,AOO,Travaux,ENTRETIEN ET REPARATION COURANTS DES RESEAUX ET INSTALLATIONS D’ELECTRICITE D’ECLAIRAGE PUBLIC A LA COMMUNE DE BOUZNIKA.,Commune urbaine de BOUZNIKA,BENSLIMANE,2026-07-08,2026-08-04 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018296&orgAcronyme=h5r,False,False,1,281970.0
1018303,l1f,01/2026,Appel d'offres ouvert,AOO,Services,"occupation temporaire des installations du souk hebdomadaire de Sebt Oued Melha, à l’exception de l’abattoir communal, pour une durée de deux ans",Commune rurale de OUED MALHA,CHEFCHAOUEN,2026-07-01,2026-08-06 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018303&orgAcronyme=l1f,False,False,1,130000.0
1018304,o8p,26S045/PLGV,Appel d'offres ouvert,AOO,Services,"ORDONNANCEMENT, PILOTAGE ET COORDINATION DES TRAVAUX DE CONSTRUCTION DES PROETS DES GARES ET TECHNICENTRES : Lot 1 : Gares de : Nouveau Terminal Aéroport de Casablanca, Marrakech Guéliz et LGV Ville Verte de Benguerir Lot 2 : Technicentres de : Marrakech, Nouaceur et Fès",OFFICE NATIONAL DES CHEMINS DE FER,FES,2026-06-30,2026-08-13 09:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018304&orgAcronyme=o8p,False,False,2,10800000.0
1018322,g3h,06/INDH/2026,Appel d'offres ouvert,AOO,Fournitures,"ACQUISITION D'UNE UNITE MOBILE EQUIPEE POUR ANALYSE BIOLOGIQUE, AU PROFIT DE LA PROVINCE DE BENI MELLAL.",WALI DE LA REGION DE BENIMELLAL KHENIFRA ET GOUVERNEUR DE LA PROVINCE DE BENI MELLAL,BENI MELLAL,2026-07-02,2026-08-13 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018322&orgAcronyme=g3h,False,False,1,2790000.0
1018333,o8p,SK30/2026,Appel d'offres ouvert,AOO,Services,Contrôle et suivi de la qualité des travaux de reconstruction des deux ouvrages d’art situés Aux PK 9+600 et PK 10+000 de la RP 4526 Lot Unique - Province de Sidi Kacem,LE DIRECTEUR PROVINCIAL DE L'EQUIPEMENT ET DU TRANSPORT ET DE LA LOGISTIQUE DE SIDI KACEM,SIDI KACEM,2026-07-09,2026-08-06 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018333&orgAcronyme=o8p,False,False,1,229596.0
1018360,g3h,43/2026/SRMFM,Appel d'offres ouvert,AOO,Fournitures,Télésurveillance des rejets de la ville de Fès : Acquisition des analyseurs en ligne des eaux usées et des débitmètres,SOCIETE REGIONALE MULTISERVICES FES - MEKNES S.A,FES,2026-06-30,2026-08-04 08:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018360&orgAcronyme=g3h,False,False,1,4794000.0
1018380,g3h,303/2026/SRMFM,Appel d'offres ouvert,AOO,Services,Prestations d’assistance technique au suivi et contrôle des travaux d’alimentation en eau potable au niveau de la province de Boulemane,SOCIETE REGIONALE MULTISERVICES FES - MEKNES S.A,BOULEMANE,2026-06-30,2026-08-04 08:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018380&orgAcronyme=g3h,False,False,1,732480.0
1018407,d4q,25/DAM/S/2026,Appel d'offres ouvert,AOO,Fournitures,Fourniture de sulfate d'alumine en 07 Lots,OFFICE NATIONAL DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE EAU,OUJDA-ANGAD,2026-07-02,2026-09-01 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018407&orgAcronyme=d4q,False,False,7,82536000.0
1018425,s3d,53/2026,Appel d'offres ouvert,AOO,Services,"LA PRESTATION D’ÉVÈNEMENTIELLE DE LA QUATRIÈME ÉDITION DU PROGRAMME NATIONAL DE VOLONTARIAT « MOTATAWI3 » 2026 AU PROFIT DU MINISTÈRE DE LA JEUNESSE DE LA CULTURE ET DE LA COMMUNICATION-DÉPARTEMENT DE LA JEUNESSE EN DEUX LOTS : LOT N°1-REGIONS: TANGER-TETOUAN-AL HOCEIMA, L’ORIENTAL, FES –MEKNES, RABAT-SALE – KENITRA. LOT N°2-REGIONS: BENI MELLAL-KHENIFRA, CASABLANCA-SETTAT, MARRAKECH-SAFI, DARAA-TAFILALET, SOUSS-MASSA, GUELMIM-OUED NOUN, LAAYOUNE SAKIA EL HAMRA, DAKHLA-OUED EDDAHAB.",DOMAINE DE LA JEUNESSE ET DES SPORTS,TANGER-ASSILAH,2026-07-07,2026-08-17 10:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018425&orgAcronyme=s3d,False,False,2,21356489.0
1018496,o8p,AON32/2026/SO2300UP,Appel d'offres ouvert,AOO,Travaux,"Travaux de la signalisation routière horizontale, verticale et dispositif de sécurité des routes suivantes : - La RR712 du PK 1+200 au PK 30+820 reliant M’rirt et Amghasse - La RP7305 du PK 9+000 au PK 21+250 reliant Ait ishaq et Aourach - La RP7307 du PK 0+000 au PK 12+826 reliant Khenifra et Tanfenit dans la Province de Khénifra",DIRECTEUR PROVINCIAL DE L'EQUIPEMENT A KHENIFRA,KHENIFRA,2026-07-06,2026-08-04 11:30:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018496&orgAcronyme=o8p,False,False,1,3913395.6
1018498,q1s,9/2026/DPAM,Appel d'offres ouvert,AOO,Travaux,"TRAVAUX D’AMÉNAGEMENT ET DE RÉHABILITATION DES SÉGUIAS DU PÉRIMÈTRESKHOUNAT COMMUNE MHAYA, PRÉFECTURE DE MEKNÈS.",DIRECTEUR PROVINCIAL D'AGRICULTURE DE MEKNES,MEKNES,2026-07-06,2026-08-06 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018498&orgAcronyme=q1s,False,False,1,861325.2
1018569,q1s,12/2026/DPA/1/SAHA,Appel d'offres ouvert,AOO,Services,ETUDE TECHNIQUE ET SUIVI RELATIVE AUX TRAVAUX DE CONSTRUCTION D’UNE UNITE DE DISTILLATION DES PAM AU NIVEAU DE CERCLE IGHREM RELEVANT DE LA PROVINCE DE TAROUDANT DANS LE CADRE DU PROGRAMME (IHYAE).,DIRECTEUR PROVINCIAL D'AGRICULTURE AGADIR,TAROUDANNT,2026-07-09,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018569&orgAcronyme=q1s,False,False,1,240000.0
1018638,q0x,18/2026,Appel d'offres ouvert,AOO,Travaux,Construction d’un ouvrage d’art y compris aménagement du caniveau existant à Hay Achbarou et Hay Rahma,Commune urbaine de KHENIFRA,KHENIFRA,2026-07-09,2026-08-04 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018638&orgAcronyme=q0x,False,False,1,1519800.0
1018641,o8p,16/2026/NAD,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE TRAITEMENT DE L'ENVIRONNEMENT ET CURAGE DES OUVRAGES HYDRAULIQUE ET D’ASSAINISSEMENT DES ROUTES SUIVANTES - LA RN16 : DU PK 435+400 AU PK 469+900 - RN19 : DU PK 24+820 AU PK 74+000 - RR610 : DU PK 98+000 AU PK 122+000 PROVINCE DE NADOR.,DIRECTEUR PROVINCIAL DE L'EQUIPEMENT NADOR,NADOR,2026-07-10,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018641&orgAcronyme=o8p,False,False,1,1749600.0
1018660,f9f,01/2026/TAZ,Appel d'offres ouvert,AOO,Services,استغلال المقصف و المرافق الصحية بالحديقة العمومية) بمركز جماعة تزارين,Commune rurale de TAZARINE,ZAGORA,2026-07-10,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018660&orgAcronyme=f9f,False,False,1,2000.0
1018674,m8x,006/2026/TATA,Appel d'offres ouvert,AOO,Travaux,Aménagement d’une salle d’accueil sise au douar Agueni commune de Tata.,Commune urbaine de TATA,TATA,2026-07-09,2026-08-05 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018674&orgAcronyme=m8x,False,False,1,60678.0
1018699,e5w,04/CM/2026,Appel d'offres ouvert,AOO,Fournitures,ACQUISITION DES CAMIONS 7.5T EQUIPE DE PLATEAU BASCULANT POUR LA COMMUNE DE MISSOUR PROVINCE DE BOULEMANE,Commune urbaine de MISSOUR,BOULEMANE,2026-07-01,2026-08-05 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018699&orgAcronyme=e5w,False,False,1,1200000.0
1018707,o8p,19/2026/NAD,Appel d'offres ouvert,AOO,Services,ETUDE GEOTECHNIQUE DE RECONSTRUCTION D'UN OUVRAGE D'ART AU PK33+600 DE LA RP6204 DANS LA PROVINCE DE NADOR.,DIRECTEUR PROVINCIAL DE L'EQUIPEMENT NADOR,NADOR,2026-07-10,2026-08-05 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018707&orgAcronyme=o8p,False,False,1,90480.0
1018735,g3h,10/BG/2026,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE CONSTRUCTION DE TROIS LOGEMENTS DE FONCTION AU QUARTIER ADMINISTRATIF RELEVANT DE LA PROVINCE DE BENI MELLAL,WALI DE LA REGION DE BENIMELLAL KHENIFRA ET GOUVERNEUR DE LA PROVINCE DE BENI MELLAL,BENI MELLAL,2026-07-10,2026-08-04 10:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018735&orgAcronyme=g3h,False,False,1,2213517.19
1018745,q9t,16/2026/SAPP/GSTTTA,Appel d'offres ouvert,AOO,Fournitures,L’Achat des médicaments pour les besoins des hôpitaux Universitaires relevant du groupement sanitaire territorial Tanger – Tétouan – Al Hoceima en 392 lots,GROUPEMENT SANITAIRE TERRITORIAL TANGER - TETOUAN - AL HOCEIMA,TANGER-ASSILAH,2026-07-01,2026-08-11 11:00:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=1018745&orgAcronyme=q9t,False,False,392,73261867.72
